Automatisierter Messplatz

Name Testperson: Testperson
Datum: 12.02.2026 09:20:31
Prüfling: M18TLUT
Bemerkungen: 100;200;300;400;500;Keine
Pfad und Dateiname: C:\Messwerte Temperaturgang\Logfile Tempgang - M18TLUT.txt
Haltezeit / Zusätzliche Erstverweilzeit in min: 20 / 0

	Read Temp[°C]	Set Temp[°C]	Messreihe[-]	Sensor#[-]	Sn[mm]		Voffset,mean	Vdem,mean	VNTC,mean	VLC comp,mean	FW version

	35,000000	35,000000	1,000000	4,000000	8,800000	2072,000000	3266,000000	1302,000000	1194,000000	1.0.00
	35,000000	35,000000	1,000000	4,000000	8,000000	2072,000000	3252,000000	1301,000000	1180,000000	1.0.00
	35,000000	35,000000	1,000000	5,000000	24,000000	2066,000000	3296,000000	1301,000000	1230,000000	1.0.00
	35,000000	35,000000	1,000000	5,000000	8,800000	2066,000000	3286,000000	1300,000000	1220,000000	1.0.00
	35,000000	35,000000	1,000000	5,000000	8,000000	2066,000000	3281,000000	1299,000000	1215,000000	1.0.00
	40,000000	40,000000	1,000000	1,000000	24,000000	2052,000000	3271,000000	1117,000000	1219,000000	1.0.00
	40,000000	40,000000	1,000000	1,000000	8,800000	2052,000000	3246,000000	1117,000000	1194,000000	1.0.00
	40,000000	40,000000	1,000000	1,000000	8,000000	2052,000000	3235,000000	1117,000000	1183,000000	1.0.00
	40,000000	40,000000	1,000000	2,000000	24,000000	2044,000000	3264,000000	1119,000000	1220,000000	1.0.00
	40,000000	40,000000	1,000000	2,000000	8,800000	2045,000000	3235,000000	1118,000000	1190,000000	1.0.00
	40,100000	40,000000	1,000000	2,000000	8,000000	2045,000000	3223,000000	1118,000000	1178,000000	1.0.00
	40,000000	40,000000	1,000000	3,000000	24,000000	2050,000000	3273,000000	1120,000000	1223,000000	1.0.00
	40,000000	40,000000	1,000000	3,000000	8,800000	2050,000000	3245,000000	1119,000000	1195,000000	1.0.00
	40,000000	40,000000	1,000000	3,000000	8,000000	2050,000000	3230,000000	1119,000000	1180,000000	1.0.00
	40,000000	40,000000	1,000000	4,000000	24,000000	2058,000000	3280,000000	1126,000000	1222,000000	1.0.00
	40,000000	40,000000	1,000000	4,000000	8,800000	2058,000000	3250,000000	1126,000000	1192,000000	1.0.00
	40,000000	40,000000	1,000000	4,000000	8,000000	2058,000000	3236,000000	1126,000000	1178,000000	1.0.00
	40,000000	40,000000	1,000000	5,000000	24,000000	2050,000000	3278,000000	1107,000000	1228,000000	1.0.00
	40,100000	40,000000	1,000000	5,000000	8,800000	2050,000000	3268,000000	1107,000000	1218,000000	1.0.00
	40,000000	40,000000	1,000000	5,000000	8,000000	2050,000000	3264,000000	1107,000000	1213,000000	1.0.00
	45,000000	45,000000	1,000000	1,000000	24,000000	2038,000000	3254,000000	961,000000	1216,000000	1.0.00
	45,000000	45,000000	1,000000	1,000000	8,800000	2038,000000	3230,000000	961,000000	1192,000000	1.0.00
	45,000000	45,000000	1,000000	1,000000	8,000000	2038,000000	3218,000000	961,000000	1180,000000	1.0.00
	45,000000	45,000000	1,000000	2,000000	24,000000	2030,000000	3248,000000	962,000000	1218,000000	1.0.00
	45,000000	45,000000	1,000000	2,000000	8,800000	2030,000000	3220,000000	962,000000	1189,000000	1.0.00
	45,000000	45,000000	1,000000	2,000000	8,000000	2030,000000	3207,000000	962,000000	1177,000000	1.0.00
	45,000000	45,000000	1,000000	3,000000	24,000000	2036,000000	3256,000000	963,000000	1221,000000	1.0.00
	45,000000	45,000000	1,000000	3,000000	8,800000	2036,000000	3227,000000	963,000000	1191,000000	1.0.00
	45,000000	45,000000	1,000000	3,000000	8,000000	2036,000000	3215,000000	963,000000	1179,000000	1.0.00
	45,000000	45,000000	1,000000	4,000000	24,000000	2043,000000	3264,000000	970,000000	1220,000000	1.0.00
	45,000000	45,000000	1,000000	4,000000	8,800000	2044,000000	3234,000000	970,000000	1190,000000	1.0.00
	45,000000	45,000000	1,000000	4,000000	8,000000	2044,000000	3220,000000	970,000000	1176,000000	1.0.00
	45,000000	45,000000	1,000000	5,000000	24,000000	2038,000000	3262,000000	967,000000	1224,000000	1.0.00
	45,000000	45,000000	1,000000	5,000000	8,800000	2038,000000	3253,000000	966,000000	1215,000000	1.0.00
	45,000000	45,000000	1,000000	5,000000	8,000000	2038,000000	3248,000000	966,000000	1210,000000	1.0.00
	50,000000	50,000000	1,000000	1,000000	24,000000	2024,000000	3238,000000	824,000000	1214,000000	1.0.00
	50,000000	50,000000	1,000000	1,000000	8,800000	2024,000000	3213,000000	824,000000	1189,000000	1.0.00
	50,000000	50,000000	1,000000	1,000000	8,000000	2024,000000	3203,000000	824,000000	1179,000000	1.0.00
	50,000000	50,000000	1,000000	2,000000	24,000000	2016,000000	3232,000000	824,000000	1216,000000	1.0.00
	50,000000	50,000000	1,000000	2,000000	8,800000	2016,000000	3204,000000	824,000000	1188,000000	1.0.00
	50,000000	50,000000	1,000000	2,000000	8,000000	2016,000000	3191,000000	824,000000	1175,000000	1.0.00
	50,000000	50,000000	1,000000	3,000000	24,000000	2022,000000	3240,000000	827,000000	1218,000000	1.0.00
	50,000000	50,000000	1,000000	3,000000	8,800000	2022,000000	3211,000000	827,000000	1189,000000	1.0.00
	50,000000	50,000000	1,000000	3,000000	8,000000	2022,000000	3198,000000	826,000000	1176,000000	1.0.00
	50,000000	50,000000	1,000000	4,000000	24,000000	2029,000000	3248,000000	832,000000	1219,000000	1.0.00
	50,000000	50,000000	1,000000	4,000000	8,800000	2029,000000	3219,000000	832,000000	1190,000000	1.0.00
	50,000000	50,000000	1,000000	4,000000	8,000000	2029,000000	3205,000000	831,000000	1176,000000	1.0.00
	50,000000	50,000000	1,000000	5,000000	24,000000	2022,000000	3244,000000	815,000000	1222,000000	1.0.00
	50,000000	50,000000	1,000000	5,000000	8,800000	2022,000000	3234,000000	815,000000	1212,000000	1.0.00
	50,000000	50,000000	1,000000	5,000000	8,000000	2022,000000	3230,000000	816,000000	1208,000000	1.0.00
	55,000000	55,000000	1,000000	1,000000	24,000000	2009,000000	3222,000000	705,000000	1213,000000	1.0.00
	55,000000	55,000000	1,000000	1,000000	8,800000	2010,000000	3198,000000	705,000000	1188,000000	1.0.00
	55,000000	55,000000	1,000000	1,000000	8,000000	2010,000000	3187,000000	705,000000	1178,000000	1.0.00
	55,000000	55,000000	1,000000	2,000000	24,000000	2002,000000	3217,000000	706,000000	1215,000000	1.0.00
	55,000000	55,000000	1,000000	2,000000	8,800000	2002,000000	3188,000000	706,000000	1185,000000	1.0.00
	55,000000	55,000000	1,000000	2,000000	8,000000	2002,000000	3175,000000	706,000000	1173,000000	1.0.00
	55,000000	55,000000	1,000000	3,000000	24,000000	2007,000000	3223,000000	707,000000	1216,000000	1.0.00
	55,000000	55,000000	1,000000	3,000000	8,800000	2007,000000	3195,000000	707,000000	1188,000000	1.0.00
	55,000000	55,000000	1,000000	3,000000	8,000000	2007,000000	3181,000000	707,000000	1174,000000	1.0.00
	55,000000	55,000000	1,000000	4,000000	24,000000	2015,000000	3232,000000	712,000000	1217,000000	1.0.00
	55,000000	55,000000	1,000000	4,000000	8,800000	2015,000000	3202,000000	712,000000	1187,000000	1.0.00
	55,000000	55,000000	1,000000	4,000000	8,000000	2015,000000	3189,000000	712,000000	1174,000000	1.0.00
	55,000000	55,000000	1,000000	5,000000	24,000000	2008,000000	3228,000000	698,000000	1220,000000	1.0.00
	55,000000	55,000000	1,000000	5,000000	8,800000	2008,000000	3219,000000	698,000000	1211,000000	1.0.00
	55,000000	55,000000	1,000000	5,000000	8,000000	2008,000000	3214,000000	698,000000	1206,000000	1.0.00
	60,000000	60,000000	1,000000	1,000000	24,000000	1995,000000	3205,000000	603,000000	1210,000000	1.0.00
	60,000000	60,000000	1,000000	1,000000	8,800000	1995,000000	3181,000000	603,000000	1186,000000	1.0.00
	60,000000	60,000000	1,000000	1,000000	8,000000	1995,000000	3170,000000	603,000000	1175,000000	1.0.00
	60,000000	60,000000	1,000000	2,000000	24,000000	1988,000000	3199,000000	604,000000	1211,000000	1.0.00
	60,000000	60,000000	1,000000	2,000000	8,800000	1988,000000	3171,000000	604,000000	1183,000000	1.0.00
	60,000000	60,000000	1,000000	2,000000	8,000000	1988,000000	3158,000000	603,000000	1170,000000	1.0.00
	60,000000	60,000000	1,000000	3,000000	24,000000	1993,000000	3206,000000	605,000000	1213,000000	1.0.00
	60,000000	60,000000	1,000000	3,000000	8,800000	1993,000000	3178,000000	605,000000	1185,000000	1.0.00
	60,000000	60,000000	1,000000	3,000000	8,000000	1993,000000	3165,000000	604,000000	1172,000000	1.0.00
	60,000000	60,000000	1,000000	4,000000	24,000000	2000,000000	3214,000000	609,000000	1214,000000	1.0.00
	60,000000	60,000000	1,000000	4,000000	8,800000	2000,000000	3186,000000	609,000000	1185,000000	1.0.00
	60,000000	60,000000	1,000000	4,000000	8,000000	2000,000000	3172,000000	609,000000	1171,000000	1.0.00
	60,000000	60,000000	1,000000	5,000000	24,000000	1994,000000	3210,000000	597,000000	1217,000000	1.0.00
	60,000000	60,000000	1,000000	5,000000	8,800000	1994,000000	3201,000000	597,000000	1207,000000	1.0.00
	60,000000	60,000000	1,000000	5,000000	8,000000	1994,000000	3196,000000	597,000000	1202,000000	1.0.00
	65,000000	65,000000	1,000000	1,000000	24,000000	1981,000000	3188,000000	515,000000	1207,000000	1.0.00
	65,000000	65,000000	1,000000	1,000000	8,800000	1981,000000	3165,000000	515,000000	1184,000000	1.0.00
	65,000000	65,000000	1,000000	1,000000	8,000000	1981,000000	3154,000000	515,000000	1173,000000	1.0.00
	65,000000	65,000000	1,000000	2,000000	24,000000	1973,000000	3181,000000	508,000000	1208,000000	1.0.00
	65,000000	65,000000	1,000000	2,000000	8,800000	1973,000000	3152,000000	508,000000	1179,000000	1.0.00
	65,000000	65,000000	1,000000	2,000000	8,000000	1973,000000	3141,000000	508,000000	1168,000000	1.0.00
	65,000000	65,000000	1,000000	3,000000	24,000000	1978,000000	3187,000000	509,000000	1209,000000	1.0.00
	65,000000	65,000000	1,000000	3,000000	8,800000	1978,000000	3159,000000	509,000000	1181,000000	1.0.00
	65,000000	65,000000	1,000000	3,000000	8,000000	1978,000000	3146,000000	509,000000	1168,000000	1.0.00
	65,000000	65,000000	1,000000	4,000000	24,000000	1986,000000	3197,000000	521,000000	1211,000000	1.0.00
	65,000000	65,000000	1,000000	4,000000	8,800000	1986,000000	3168,000000	521,000000	1182,000000	1.0.00
	65,000000	65,000000	1,000000	4,000000	8,000000	1986,000000	3156,000000	520,000000	1170,000000	1.0.00
	65,000000	65,000000	1,000000	5,000000	24,000000	1980,000000	3193,000000	510,000000	1214,000000	1.0.00
	65,000000	65,000000	1,000000	5,000000	8,800000	1980,000000	3184,000000	510,000000	1204,000000	1.0.00
	65,000000	65,000000	1,000000	5,000000	8,000000	1980,000000	3179,000000	510,000000	1199,000000	1.0.00
	70,000000	70,000000	1,000000	1,000000	24,000000	1967,000000	3172,000000	441,000000	1205,000000	1.0.00
	70,000000	70,000000	1,000000	1,000000	8,800000	1967,000000	3148,000000	440,000000	1181,000000	1.0.00
	70,000000	70,000000	1,000000	1,000000	8,000000	1967,000000	3137,000000	440,000000	1170,000000	1.0.00
	70,000000	70,000000	1,000000	2,000000	24,000000	1958,000000	3164,000000	435,000000	1206,000000	1.0.00
	70,000000	70,000000	1,000000	2,000000	8,800000	1958,000000	3136,000000	435,000000	1178,000000	1.0.00
	70,000000	70,000000	1,000000	2,000000	8,000000	1958,000000	3124,000000	435,000000	1166,000000	1.0.00
	70,000000	70,000000	1,000000	3,000000	24,000000	1964,000000	3171,000000	436,000000	1207,000000	1.0.00
	70,000000	70,000000	1,000000	3,000000	8,800000	1964,000000	3142,000000	436,000000	1178,000000	1.0.00
	70,000000	70,000000	1,000000	3,000000	8,000000	1964,000000	3131,000000	436,000000	1167,000000	1.0.00
	70,000000	70,000000	1,000000	4,000000	24,000000	1972,000000	3180,000000	446,000000	1208,000000	1.0.00
	70,000000	70,000000	1,000000	4,000000	8,800000	1972,000000	3151,000000	446,000000	1179,000000	1.0.00
	70,000000	70,000000	1,000000	4,000000	8,000000	1972,000000	3138,000000	446,000000	1166,000000	1.0.00
	70,000000	70,000000	1,000000	5,000000	24,000000	1965,000000	3177,000000	437,000000	1212,000000	1.0.00
	70,000000	70,000000	1,000000	5,000000	8,800000	1965,000000	3167,000000	437,000000	1202,000000	1.0.00
	70,000000	70,000000	1,000000	5,000000	8,000000	1965,000000	3163,000000	437,000000	1198,000000	1.0.00
	75,000000	75,000000	1,000000	1,000000	24,000000	1951,000000	3154,000000	372,000000	1202,000000	1.0.00
	75,000000	75,000000	1,000000	1,000000	8,800000	1951,000000	3130,000000	372,000000	1178,000000	1.0.00
	75,000000	75,000000	1,000000	1,000000	8,000000	1951,000000	3119,000000	372,000000	1168,000000	1.0.00
	75,000000	75,000000	1,000000	2,000000	24,000000	1944,000000	3146,000000	373,000000	1202,000000	1.0.00
	75,000000	75,000000	1,000000	2,000000	8,800000	1944,000000	3119,000000	373,000000	1175,000000	1.0.00
	75,000000	75,000000	1,000000	2,000000	8,000000	1944,000000	3107,000000	373,000000	1162,000000	1.0.00
	75,000000	75,000000	1,000000	3,000000	24,000000	1949,000000	3153,000000	373,000000	1204,000000	1.0.00
	75,000000	75,000000	1,000000	3,000000	8,800000	1949,000000	3126,000000	373,000000	1176,000000	1.0.00
	75,000000	75,000000	1,000000	3,000000	8,000000	1949,000000	3112,000000	373,000000	1163,000000	1.0.00
	75,000000	75,000000	1,000000	4,000000	24,000000	1956,000000	3162,000000	376,000000	1206,000000	1.0.00
	75,000000	75,000000	1,000000	4,000000	8,800000	1956,000000	3133,000000	376,000000	1177,000000	1.0.00
	75,000000	75,000000	1,000000	4,000000	8,000000	1956,000000	3120,000000	376,000000	1164,000000	1.0.00
	75,000000	75,000000	1,000000	5,000000	24,000000	1951,000000	3160,000000	374,000000	1208,000000	1.0.00
	75,000000	75,000000	1,000000	5,000000	8,800000	1951,000000	3150,000000	374,000000	1199,000000	1.0.00
	75,000000	75,000000	1,000000	5,000000	8,000000	1951,000000	3147,000000	374,000000	1196,000000	1.0.00
	80,000000	80,000000	1,000000	1,000000	24,000000	1937,000000	3136,000000	319,000000	1199,000000	1.0.00
	80,000000	80,000000	1,000000	1,000000	8,800000	1937,000000	3113,000000	319,000000	1176,000000	1.0.00
	80,000000	80,000000	1,000000	1,000000	8,000000	1937,000000	3103,000000	319,000000	1166,000000	1.0.00
	80,000000	80,000000	1,000000	2,000000	24,000000	1930,000000	3130,000000	320,000000	1200,000000	1.0.00
	80,000000	80,000000	1,000000	2,000000	8,800000	1930,000000	3103,000000	320,000000	1173,000000	1.0.00
	80,000000	80,000000	1,000000	2,000000	8,000000	1930,000000	3091,000000	320,000000	1161,000000	1.0.00
	80,000000	80,000000	1,000000	3,000000	24,000000	1935,000000	3136,000000	320,000000	1201,000000	1.0.00
	80,000000	80,000000	1,000000	3,000000	8,800000	1935,000000	3108,000000	320,000000	1173,000000	1.0.00
	80,000000	80,000000	1,000000	3,000000	8,000000	1935,000000	3096,000000	320,000000	1162,000000	1.0.00
	80,000000	80,000000	1,000000	4,000000	24,000000	1942,000000	3144,000000	322,000000	1203,000000	1.0.00
	80,000000	80,000000	1,000000	4,000000	8,800000	1942,000000	3116,000000	322,000000	1174,000000	1.0.00
	80,000000	80,000000	1,000000	4,000000	8,000000	1942,000000	3104,000000	322,000000	1162,000000	1.0.00
	80,000000	80,000000	1,000000	5,000000	24,000000	1937,000000	3142,000000	321,000000	1205,000000	1.0.00
	80,000000	80,000000	1,000000	5,000000	8,800000	1937,000000	3133,000000	321,000000	1196,000000	1.0.00
	80,000000	80,000000	1,000000	5,000000	8,000000	1937,000000	3129,000000	321,000000	1192,000000	1.0.00
	85,000000	85,000000	1,000000	1,000000	24,000000	1922,000000	3119,000000	274,000000	1196,000000	1.0.00
	85,000000	85,000000	1,000000	1,000000	8,800000	1922,000000	3096,000000	274,000000	1173,000000	1.0.00
	85,000000	85,000000	1,000000	1,000000	8,000000	1922,000000	3085,000000	274,000000	1163,000000	1.0.00
	85,000000	85,000000	1,000000	2,000000	24,000000	1916,000000	3112,000000	275,000000	1196,000000	1.0.00
	85,000000	85,000000	1,000000	2,000000	8,800000	1916,000000	3086,000000	275,000000	1170,000000	1.0.00
	85,000000	85,000000	1,000000	2,000000	8,000000	1916,000000	3074,000000	275,000000	1158,000000	1.0.00
	85,000000	85,000000	1,000000	3,000000	24,000000	1920,000000	3119,000000	275,000000	1199,000000	1.0.00
	85,000000	85,000000	1,000000	3,000000	8,800000	1920,000000	3092,000000	276,000000	1172,000000	1.0.00
	85,000000	85,000000	1,000000	3,000000	8,000000	1920,000000	3079,000000	276,000000	1159,000000	1.0.00
	85,000000	85,000000	1,000000	4,000000	24,000000	1927,000000	3127,000000	277,000000	1200,000000	1.0.00
	85,000000	85,000000	1,000000	4,000000	8,800000	1927,000000	3100,000000	277,000000	1172,000000	1.0.00
	85,000000	85,000000	1,000000	4,000000	8,000000	1927,000000	3086,000000	277,000000	1160,000000	1.0.00
	85,000000	85,000000	1,000000	5,000000	24,000000	1922,000000	3126,000000	276,000000	1204,000000	1.0.00
	85,000000	85,000000	1,000000	5,000000	8,800000	1922,000000	3116,000000	276,000000	1194,000000	1.0.00
	85,000000	85,000000	1,000000	5,000000	8,000000	1922,000000	3112,000000	276,000000	1190,000000	1.0.00
